"location","time_interval","sewer_and_water","power","roads_and_bridges","medical","buildings","shake_intensity"
1,"2020/4/6 22:00",9.5,12.8,6.26666666666667,9.6,10.1666666666667,1
1,"2020/4/6 23:00",40.5,0,12.5,40.5,0.5,NA
1,"2020/4/7 00:00",4.5,4.5,0.5,0.5,24.5,NA
1,"2020/4/7 01:00",8.5,4.7,2,11.5,15.8,NA
1,"2020/4/7 02:00",12.6666666666667,15,20.25,13.6666666666667,20.25,NA
1,"2020/4/7 03:00",6.33333333333333,3,1,20.3333333333333,1.33333333333333,1
1,"2020/4/7 04:00",0.333333333333333,27,1.33333333333333,17.3333333333333,19,NA
1,"2020/4/7 05:00",20.3333333333333,5.33333333333333,14.3333333333333,0,13,0
1,"2020/4/7 06:00",2.33333333333333,13,4.33333333333333,0.333333333333333,12.3333333333333,1
1,"2020/4/7 07:00",11.5,7.3,10.8,1.2,13.8,1
1,"2020/4/7 08:00",14,20.9166666666667,14.25,18,8.66666666666667,1
1,"2020/4/7 09:00",1.33333333333333,11.3333333333333,14,10.25,16.3333333333333,NA
1,"2020/4/7 10:00",21,17.3333333333333,19,13,13,0
1,"2020/4/7 11:00",1.7,6.8,8.3,15.2,18.7,NA
1,"2020/4/7 12:00",25,9.33333333333333,9.33333333333333,21,6.33333333333333,1
1,"2020/4/7 13:00",5.33333333333333,1.33333333333333,8.33333333333333,4.33333333333333,14.3333333333333,0
1,"2020/4/7 14:00",22.3333333333333,21,19,16.3333333333333,20.3333333333333,NA
1,"2020/4/7 15:00",8,10,3,7,2,NA
1,"2020/4/7 16:00",0.5,8,2,0.5,0.5,0
1,"2020/4/7 17:00",2,2,4.5,8,2,1
1,"2020/4/7 18:00",5,3,7,10,6,0
1,"2020/4/7 19:00",1,1,9.33333333333333,1.33333333333333,5.33333333333333,NA
1,"2020/4/7 20:00",5.2,8.16666666666667,0.4,13.3666666666667,16.2666666666667,0
1,"2020/4/7 21:00",0.5,0.5,40.5,2,4.5,NA
1,"2020/4/7 22:00",8,2,4.5,4.5,2,NA
1,"2020/4/7 23:00",22.8,8.8,12.7,21,8.3,0
1,"2020/4/8 00:00",1.33333333333333,6.33333333333333,21.3333333333333,22.3333333333333,1.33333333333333,0
1,"2020/4/8 01:00",0.5,24.5,0.5,32,12.5,0
1,"2020/4/8 02:00",10.3333333333333,8.33333333333333,14.3333333333333,5.33333333333333,14.3333333333333,NA
1,"2020/4/8 03:00",13.3333333333333,7,14.25,5.58333333333333,7.33333333333333,NA
1,"2020/4/8 04:00",5.7,11.3,10.8,14.3,8.8,0
1,"2020/4/8 05:00",6,10,3,9,10,NA
1,"2020/4/8 06:00",7.46666666666667,11.1,10.1666666666667,13.3666666666667,3.06666666666667,0.5
1,"2020/4/8 07:00",4.66666666666667,15.8666666666667,6.96666666666667,6.56666666666667,11.7666666666667,NA
1,"2020/4/8 08:00",7.07863023505548,11.7484906335759,1.38461997375015,3.34572246748598,7.50513065266675,0.522168568920105
1,"2020/4/8 09:00",9.36408750869868,15.490601078636,1.66457463465553,4.15720250521921,9.61558803061935,0.521276595744681
1,"2020/4/8 10:00",7.78793006204174,12.941829462134,1.49630826026765,3.81308003896836,8.03158488437676,0.402055498458376
1,"2020/4/8 11:00",1.06471306471306,1.04395604395604,0.649084249084249,0.644444444444444,0.417826617826618,0.630337078651685
1,"2020/4/8 12:00",0.790360046457607,1.27990708478513,0.771196283391405,0.706736353077816,2.08130081300813,0.521951219512195
1,"2020/4/8 13:00",4.07971014492754,5.10144927536232,0.601449275362319,2.41847826086957,3.65036231884058,0.45021645021645
1,"2020/4/8 14:00",5.1043956043956,5.51648351648352,4.21978021978022,5.65384615384615,6.68681318681319,0.9
1,"2020/4/8 15:00",0.916666666666667,2.91666666666667,6.25,2,3.58333333333333,0.333333333333333
1,"2020/4/8 16:00",12.9047619047619,10.5714285714286,5.61904761904762,13.9047619047619,11.6190476190476,0.2
1,"2020/4/8 17:00",15.8,5.3,12.7,12.7,9.7,0.5
1,"2020/4/8 18:00",24.5,8,0.5,0,12.5,NA
1,"2020/4/8 19:00",0,10,5,0,7,NA
1,"2020/4/8 20:00",15.4107142857143,10.125,14.5535714285714,10.2678571428571,15.125,NA
1,"2020/4/8 21:00",15.7,11.3,6.3,12.7,12,1
1,"2020/4/8 22:00",9.11111111111111,14.75,10.7777777777778,14.75,6.52777777777778,NA
1,"2020/4/8 23:00",4,3,2,1,1,NA
1,"2020/4/9 00:00",21,12.3333333333333,21.3333333333333,28,3,NA
1,"2020/4/9 01:00",2.33333333333333,4,4,16.3333333333333,9.33333333333333,1
1,"2020/4/9 02:00",16,10.5,9.7,14.3,17,1
1,"2020/4/9 03:00",8,0.5,24.5,0.5,12.5,NA
1,"2020/4/9 04:00",16.3333333333333,2.33333333333333,9.33333333333333,16.3333333333333,17.3333333333333,1
1,"2020/4/9 05:00",0.333333333333333,9,4.33333333333333,20.3333333333333,16,1
1,"2020/4/9 06:00",9.58333333333333,14.25,17,15,1.58333333333333,1
1,"2020/4/9 07:00",8,0.5,12.5,8,12.5,1
1,"2020/4/9 08:00",4.7,13.7,11.3,13.5,9.3,NA
1,"2020/4/9 09:00",1.58333333333333,18,8.91666666666667,5.66666666666667,22.9166666666667,NA
1,"2020/4/9 10:00",14.3333333333333,6.33333333333333,12,27,25.3333333333333,1
1,"2020/4/9 11:00",14.1111111111111,15.1944444444444,10.1944444444444,8,16.25,0
1,"2020/4/9 12:00",2,40.5,2,0.5,2,NA
1,"2020/4/9 13:00",12.5,0,24.5,12.5,4.5,0
1,"2020/4/9 14:00",4.66666666666667,20.3333333333333,2.25,8.66666666666667,10,NA
1,"2020/4/9 15:00",1.61794871794872,2.7004662004662,0.899067599067599,3.08251748251748,3.39020979020979,0.175141242937853
1,"2020/4/9 16:00",4.2280701754386,3.46288798920378,1.3940620782726,2.40620782726046,2.1336032388664,0.142857142857143
1,"2020/4/9 17:00",0.5,1.94117647058824,2.51470588235294,1.40441176470588,0.683823529411765,0.0625
1,"2020/4/9 18:00",2.9047619047619,3.47619047619048,0.619047619047619,0.952380952380952,1.9047619047619,0.166666666666667
1,"2020/4/9 19:00",8,24.5,8,0.5,4.5,NA
1,"2020/4/9 20:00",12.3333333333333,12.3333333333333,21.3333333333333,20.3333333333333,33.3333333333333,NA
1,"2020/4/9 21:00",9.2,1.7,4.7,16.8,9,0.5
1,"2020/4/9 22:00",4.5,0.5,0,4.5,0.5,NA
1,"2020/4/9 23:00",7.1,2.66666666666667,6.56666666666667,12.3,8.26666666666667,0
1,"2020/4/10 00:00",NA,NA,NA,NA,NA,NA
1,"2020/4/10 01:00",7,5,0,8,5,NA
1,"2020/4/10 02:00",4.5,0,18,2,12.5,NA
1,"2020/4/10 03:00",7,26.3333333333333,3,6.33333333333333,2.33333333333333,NA
1,"2020/4/10 04:00",10,1,3,5,1,1
1,"2020/4/10 05:00",5.33333333333333,4.33333333333333,17.3333333333333,6.33333333333333,3,NA
1,"2020/4/10 06:00",12.5,2,0.5,4.5,4.5,NA
1,"2020/4/10 07:00",28,7,14.3333333333333,1,4.33333333333333,NA
1,"2020/4/10 08:00",10.7,8,19.2,7.3,8.3,1
1,"2020/4/10 09:00",2.91666666666667,16,16.25,14.25,20.9166666666667,0
1,"2020/4/10 10:00",NA,NA,NA,NA,NA,NA
1,"2020/4/10 11:00",11.5833333333333,10.9166666666667,2,25,6.91666666666667,NA
1,"2020/4/10 12:00",19.5833333333333,22.6666666666667,4.25,13.6666666666667,4,1
1,"2020/4/10 13:00",NA,NA,NA,NA,NA,NA
1,"2020/4/10 14:00",10,10,3,3,2,NA
1,"2020/4/10 15:00",8.66666666666667,8.33333333333333,15.3333333333333,16.6666666666667,1.66666666666667,1
1,"2020/4/10 16:00",12.5,18,0,18,4.5,1
1,"2020/4/10 17:00",8.66666666666667,13.7666666666667,6.7,4.16666666666667,10.2666666666667,NA
1,"2020/4/10 18:00",10,10.6666666666667,18,15.3333333333333,4,NA
1,"2020/4/10 19:00",11.9047619047619,13.3333333333333,13.8095238095238,3.23809523809524,14.4761904761905,0
1,"2020/4/10 20:00",4,4,10,10,10,NA
1,"2020/4/10 21:00",9.36666666666667,11.4666666666667,10.1666666666667,4.96666666666667,6.7,NA
1,"2020/4/10 22:00",2,0,8,12.5,32,1
1,"2020/4/10 23:00",4,2,3,1,7,NA
2,"2020/4/6 00:00",10.8571428571429,11.7142857142857,12.2678571428571,NA,14.8392857142857,0
2,"2020/4/6 01:00",11.25,6.69444444444444,12.6111111111111,NA,8.11111111111111,0
2,"2020/4/6 02:00",18.5714285714286,9.69642857142857,6.5,2,10.7857142857143,0
2,"2020/4/6 03:00",11.6969696969697,10.9090909090909,9.33333333333333,NA,7.90151515151515,0.333333333333333
2,"2020/4/6 04:00",8.95238095238095,8.47619047619048,15.2380952380952,NA,16.8095238095238,0.5
2,"2020/4/6 05:00",19.5,10.1944444444444,11.6944444444444,NA,9.44444444444444,1
2,"2020/4/6 06:00",17.3,7.8,14.3,NA,21.3,0
2,"2020/4/6 07:00",9.83928571428571,21.2678571428571,12.5535714285714,NA,5.35714285714286,NA
2,"2020/4/6 08:00",12.1636363636364,15.9636363636364,10.6,NA,3.56363636363636,0
2,"2020/4/6 09:00",7.6,11.0666666666667,12.2666666666667,NA,14.1,0
2,"2020/4/6 10:00",5.57142857142857,18.2857142857143,13.6190476190476,NA,10.4761904761905,1
2,"2020/4/6 11:00",9.96969696969697,19.0606060606061,10.6287878787879,NA,7.35606060606061,0
2,"2020/4/6 12:00",8.26785714285714,15.1428571428571,15.9285714285714,NA,10.2142857142857,1
2,"2020/4/6 13:00",9.19444444444444,11.25,9.44444444444444,NA,13.3611111111111,NA
2,"2020/4/6 14:00",18.9973684210526,11.5368421052632,10.3447368421053,NA,10.1473684210526,0.1
2,"2020/4/6 15:00",15.1343873517787,15.3913043478261,11.8932806324111,NA,15.5731225296443,0.257142857142857
2,"2020/4/6 16:00",3.86629266012155,3.29663394109397,5.7807386629266,10,4.57877512856475,0.177137119908204
2,"2020/4/6 17:00",4.70744680851064,5.7229609929078,8.46409574468085,4.5,4.59530141843972,0.128048780487805
2,"2020/4/6 18:00",12.5098814229249,10,10.9841897233202,NA,10.2252964426877,0.238095238095238
2,"2020/4/6 19:00",11.247619047619,14.5333333333333,16.647619047619,4,10.7142857142857,0.25
2,"2020/4/6 20:00",18.5,14.8571428571429,18.5,NA,12.2857142857143,0.333333333333333
2,"2020/4/6 21:00",17.1111111111111,11.9555555555556,16.1,3,13.1555555555556,0.5
2,"2020/4/6 22:00",12.9924242424242,12.3863636363636,12.0909090909091,NA,11.5151515151515,0.333333333333333
2,"2020/4/6 23:00",10.6666666666667,13.4666666666667,5.86666666666667,NA,15.1,NA
2,"2020/4/7 00:00",7.23809523809524,15.6190476190476,16.952380952381,NA,13.2380952380952,1
2,"2020/4/7 01:00",2.33333333333333,1,4.33333333333333,NA,0.333333333333333,1
2,"2020/4/7 02:00",3.36666666666667,11.0666666666667,10.3,NA,14.5666666666667,1
2,"2020/4/7 03:00",10.1777777777778,14.1777777777778,10.0111111111111,NA,5.56666666666667,0
2,"2020/4/7 04:00",17.75,7.77777777777778,14.6111111111111,NA,9.69444444444444,0
2,"2020/4/7 05:00",18.9888888888889,12.7666666666667,8,NA,12.4555555555556,0
2,"2020/4/7 06:00",7.125,11.4285714285714,19.8392857142857,NA,9.69642857142857,0
2,"2020/4/7 07:00",12.5,7.55357142857143,11.9821428571429,7,9.64285714285714,NA
2,"2020/4/7 08:00",12.7564102564103,12.7564102564103,13.4102564102564,NA,12.3589743589744,1
2,"2020/4/7 09:00",12.2666666666667,12.1777777777778,11.1222222222222,NA,6.93333333333333,NA
2,"2020/4/7 10:00",16.6666666666667,13.85,10.5958333333333,9,14.5958333333333,0
2,"2020/4/7 11:00",11.2564102564103,10.474358974359,8.3974358974359,NA,16.7692307692308,0.333333333333333
2,"2020/4/7 12:00",8.16363636363636,16.6545454545455,11.4181818181818,NA,12.7636363636364,0
2,"2020/4/7 13:00",11.4333333333333,14.0111111111111,7.65555555555556,NA,16.7222222222222,0
2,"2020/4/7 14:00",12.3611111111111,8,13.3611111111111,0,6.52777777777778,0
2,"2020/4/7 15:00",7.56363636363636,5.67272727272727,10.9636363636364,NA,9.61818181818182,NA
2,"2020/4/7 16:00",10.0545454545455,9.96363636363636,9.29090909090909,NA,12.2909090909091,0
2,"2020/4/7 17:00",10.9047619047619,11.2380952380952,14.4761904761905,7,8.57142857142857,1
2,"2020/4/7 18:00",11.719696969697,13.1742424242424,8.99242424242424,NA,12.6060606060606,0.5
2,"2020/4/7 19:00",4.87878787878788,10.2651515151515,8.4469696969697,9,13.8409090909091,0
2,"2020/4/7 20:00",4.5,8.69642857142857,7.26785714285714,NA,8.57142857142857,0.5
2,"2020/4/7 21:00",10.9444444444444,6.84444444444444,13.7777777777778,NA,8.98888888888889,0.333333333333333
2,"2020/4/7 22:00",11.9047619047619,4.28571428571429,9.47619047619048,NA,12.5714285714286,0.5
2,"2020/4/7 23:00",13.2380952380952,14.6666666666667,15.5714285714286,NA,5.80952380952381,NA
2,"2020/4/8 00:00",12.75,13.75,10.3611111111111,NA,12.5277777777778,1
2,"2020/4/8 01:00",10.2197802197802,8.48901098901099,10.2197802197802,3,11.478021978022,0
2,"2020/4/8 02:00",7.47272727272727,5.56363636363636,9.01818181818182,0,14.4545454545455,0
2,"2020/4/8 03:00",9.86111111111111,11.75,16.9444444444444,NA,13.8611111111111,NA
2,"2020/4/8 04:00",5.71428571428571,7.83928571428571,13.6964285714286,NA,9.07142857142857,1
2,"2020/4/8 05:00",9.26785714285714,10.8571428571429,8.55357142857143,NA,8.55357142857143,0
2,"2020/4/8 06:00",12.8727272727273,14.2181818181818,5.36363636363636,NA,6.89090909090909,0.5
2,"2020/4/8 07:00",6.42307692307692,12.0641025641026,14.6923076923077,NA,10.8076923076923,0
2,"2020/4/8 08:00",1.02860389289596,0.876642624246616,0.640137667555907,11.0666666666667,1.1598491585153,0.64917425528631
2,"2020/4/8 09:00",0.698374060893634,0.659430604982206,0.679522340846184,11.6938405797101,0.871802293396599,0.562095089573647
2,"2020/4/8 10:00",0.833821424024,0.695661220547635,0.666956519038643,10.0227272727273,0.899746275655817,0.92680126166933
2,"2020/4/8 11:00",0.80535493971905,0.830794871609873,0.813673783017439,17.7,1.01269110612478,1.06867974498032
2,"2020/4/8 12:00",1.81005339591198,1.1763085399449,1.34836581301228,9.66666666666667,1.85399449035813,1.18087795908986
2,"2020/4/8 13:00",1.4283850526512,1.2066908955363,0.903923213120865,10.3,1.57319914267077,1.10101317122594
2,"2020/4/8 14:00",3.28947368421053,1.42105263157895,2.16729323308271,NA,4.64724310776942,1.36705882352941
2,"2020/4/8 15:00",3.97897897897898,2.64714714714715,2.77777777777778,24.5,2.92192192192192,1.28439153439153
2,"2020/4/8 16:00",8.48048048048048,5.46396396396396,4.64414414414414,1,8.36936936936937,1.04615384615385
2,"2020/4/8 17:00",5.69230769230769,6.15384615384615,7.63186813186813,NA,11.2087912087912,1.07142857142857
2,"2020/4/8 18:00",5.08974358974359,6.52564102564103,7.08974358974359,NA,12.8076923076923,0.75
2,"2020/4/8 19:00",10.0444444444444,10.3222222222222,8.66666666666667,4,13.3777777777778,0.333333333333333
2,"2020/4/8 20:00",9.96363636363636,5.85454545454545,8.61818181818182,NA,10.0545454545455,0
2,"2020/4/8 21:00",13.05,9.42916666666667,12.6625,NA,9.18333333333333,0
2,"2020/4/8 22:00",7.64102564102564,14.7435897435897,12.9358974358974,NA,14.9230769230769,1
2,"2020/4/8 23:00",12.6666666666667,14.25,2.91666666666667,NA,8.91666666666667,NA
2,"2020/4/9 00:00",10.5151515151515,10.9924242424242,15.4772727272727,NA,7.90909090909091,1
2,"2020/4/9 01:00",14.8857142857143,8.11428571428571,12.2666666666667,0,10.9809523809524,0
2,"2020/4/9 02:00",10.9444444444444,13.8611111111111,14.1944444444444,9,6.69444444444444,0
2,"2020/4/9 03:00",13.4761904761905,17.9047619047619,6.28571428571429,NA,9.90476190476191,1
2,"2020/4/9 04:00",6.7,10.8,10.7,NA,11.3,0
2,"2020/4/9 05:00",13.1944444444444,11.9444444444444,15.7777777777778,NA,12.75,NA
2,"2020/4/9 06:00",2.3,9.5,14.7,NA,16.3,0
2,"2020/4/9 07:00",10.3974358974359,9.93589743589744,11.6025641025641,NA,8.58974358974359,0
2,"2020/4/9 08:00",6.80952380952381,14.5714285714286,7.47619047619048,NA,13.4761904761905,NA
2,"2020/4/9 09:00",2.33333333333333,12.3333333333333,9,NA,4.33333333333333,0
2,"2020/4/9 10:00",11.5641025641026,14.3589743589744,13,NA,9.91025641025641,0
2,"2020/4/9 11:00",13.8181818181818,12.2,11.1636363636364,4,9.25454545454545,0.5
2,"2020/4/9 12:00",13.0714285714286,8.41071428571429,7.42857142857143,NA,3.71428571428571,NA
2,"2020/4/9 13:00",13.5111111111111,6,15.5111111111111,NA,12.0555555555556,NA
2,"2020/4/9 14:00",9.25641025641026,8.14102564102564,9.80769230769231,NA,7.6025641025641,NA
2,"2020/4/9 15:00",0.897455640538644,0.748879249867392,0.688478517529901,8,1.13212446315213,0.516697093840899
2,"2020/4/9 16:00",0.937145207733443,0.744714109419992,0.990045248868778,5.125,2.00008227067051,0.506156435468155
2,"2020/4/9 17:00",1.23432130584192,1.37113402061856,1.96219931271478,NA,2.33097079037801,0.630337078651685
2,"2020/4/9 18:00",4.12367021276596,2.82269503546099,2.69104609929078,NA,6.34707446808511,0.786774628879892
2,"2020/4/9 19:00",7.24216524216524,3.1025641025641,3.02564102564103,10,10.7891737891738,0.274853801169591
2,"2020/4/9 20:00",14.6969696969697,7.71969696969697,6.06060606060606,3,8.62878787878788,1.33333333333333
2,"2020/4/9 21:00",12.0181818181818,7.6,6.85454545454545,9,12.6727272727273,0.25
2,"2020/4/9 22:00",7.06666666666667,9.33333333333333,9.28888888888889,NA,8.5,0
2,"2020/4/9 23:00",13.2678571428571,14.2678571428571,12.6964285714286,NA,13.4285714285714,1
2,"2020/4/10 00:00",2,0.5,18,NA,24.5,0
2,"2020/4/10 01:00",14.2857142857143,14.8095238095238,9.14285714285714,NA,12.2380952380952,NA
2,"2020/4/10 02:00",9.54285714285714,12.952380952381,10.8095238095238,1,9.35238095238095,0.2
2,"2020/4/10 03:00",14.2666666666667,10.4,4,NA,13.7666666666667,0
2,"2020/4/10 04:00",19.0666666666667,17.7666666666667,14.4,NA,11.1,1
2,"2020/4/10 05:00",13,10.9444444444444,12.8611111111111,NA,7.86111111111111,0
2,"2020/4/10 06:00",9.11111111111111,10,10.8888888888889,NA,8.93333333333333,0.333333333333333
2,"2020/4/10 07:00",10.3333333333333,9.14285714285714,15,NA,8,NA
2,"2020/4/10 08:00",11.0666666666667,15.7666666666667,9.46666666666667,NA,9.46666666666667,NA
2,"2020/4/10 09:00",10.4230769230769,9.69230769230769,5.93589743589744,NA,14.025641025641,NA
2,"2020/4/10 10:00",19.2380952380952,18.1428571428571,15.3333333333333,NA,3.9047619047619,0.5
2,"2020/4/10 11:00",19.1,4.56666666666667,3.86666666666667,NA,8.8,0
2,"2020/4/10 12:00",15,4.02777777777778,17.4444444444444,2,16.6111111111111,NA
2,"2020/4/10 13:00",9.15151515151515,12.75,11.9015151515152,NA,9.78787878787879,0
2,"2020/4/10 14:00",2.16666666666667,22.8,13.8666666666667,NA,10.7,0.333333333333333
2,"2020/4/10 15:00",6.4,12.9666666666667,11.3666666666667,NA,8.26666666666667,1
2,"2020/4/10 16:00",11.7142857142857,16.5,9.71428571428571,NA,10.8392857142857,NA
2,"2020/4/10 17:00",6.47435897435897,12.6410256410256,10.7307692307692,NA,13.1923076923077,NA
2,"2020/4/10 18:00",14.6666666666667,10.0769230769231,13.6923076923077,3,9.47435897435897,0.5
2,"2020/4/10 19:00",15.5661764705882,14.4044117647059,11.4705882352941,NA,9.84558823529412,0
2,"2020/4/10 20:00",10.8106060606061,7.84090909090909,14.6287878787879,NA,7.78787878787879,0.5
2,"2020/4/10 21:00",11.4545454545455,14.8727272727273,13.2545454545455,NA,11.1636363636364,0.5
2,"2020/4/10 22:00",12.7222222222222,6.17777777777778,13.5111111111111,NA,13.7888888888889,1
2,"2020/4/10 23:00",5.36666666666667,13.8666666666667,12.9666666666667,NA,6.96666666666667,NA
3,"2020/4/6 00:00",8.2,15.3,12.8,10.7,19.7,0.5
3,"2020/4/6 01:00",14.2045454545455,12.969696969697,12.3333333333333,12.2424242424242,5.90151515151515,0
3,"2020/4/6 02:00",10.6666666666667,15.8666666666667,10.3,16.4,6.96666666666667,0
3,"2020/4/6 03:00",11.5,16.9666666666667,4.4,20.2666666666667,16.9666666666667,1
3,"2020/4/6 04:00",10,9,0,6,10,NA
3,"2020/4/6 05:00",12.4444444444444,8.19444444444444,18.75,7.75,10,1
3,"2020/4/6 06:00",12.2727272727273,13.4181818181818,8.69090909090909,10.6727272727273,13.0545454545455,NA
3,"2020/4/6 07:00",1.12222222222222,13.4333333333333,9.6,9.28888888888889,5.6,1
3,"2020/4/6 08:00",9.35238095238095,11.6952380952381,13.6380952380952,14.8857142857143,13.552380952381,0
3,"2020/4/6 09:00",12.7857142857143,14.5,20.6964285714286,14.125,4.83928571428571,NA
3,"2020/4/6 10:00",7.7,12.2,23.7,18.2,4,0
3,"2020/4/6 11:00",8.36111111111111,12,8.27777777777778,17.25,13.1944444444444,NA
3,"2020/4/6 12:00",16.6944444444444,12,8,17.0277777777778,9.69444444444444,0
3,"2020/4/6 13:00",11.7272727272727,12.4242424242424,11.969696969697,14.0833333333333,12.9318181818182,1
3,"2020/4/6 14:00",3.59143763213531,3.92547568710359,2.53435517970402,5.16067653276956,4.10782241014799,0.499159663865546
3,"2020/4/6 15:00",3.64779874213836,1.41194968553459,1.91893780573026,1.82704402515723,1.9874213836478,0.418367346938776
3,"2020/4/6 16:00",1.62883685895424,1.33092712321888,0.968112485091959,1.80735672588036,1.81532860460737,0.291210509852987
3,"2020/4/6 17:00",2.91237113402062,2.1726278140122,2.80759520302967,4.0042078687145,1.67062907637282,0.298380221653879
3,"2020/4/6 18:00",4.32258064516129,6.58279569892473,4.4258064516129,7.93978494623656,5.23655913978495,0.361904761904762
3,"2020/4/6 19:00",7.51633986928105,2,7.19281045751634,12.2124183006536,6.44771241830065,0.322222222222222
3,"2020/4/6 20:00",6.95054945054945,5.1043956043956,6.64285714285714,5.41208791208791,8.07142857142857,0.333333333333333
3,"2020/4/6 21:00",11.2426470588235,8.00735294117647,9.86764705882353,12.9411764705882,7.81617647058824,0.333333333333333
3,"2020/4/6 22:00",13.1944444444444,19.25,15.1944444444444,14.7777777777778,16.2777777777778,NA
3,"2020/4/6 23:00",14.2857142857143,12.9821428571429,13.4107142857143,13.4285714285714,10.7857142857143,0
3,"2020/4/7 00:00",4.23809523809524,7.61904761904762,17.5714285714286,14.5714285714286,15.6666666666667,1
3,"2020/4/7 01:00",17.6428571428571,6.55357142857143,10.4107142857143,9.98214285714286,9.07142857142857,0.5
3,"2020/4/7 02:00",8.66666666666667,9.06666666666667,9.06666666666667,12.5666666666667,10.9666666666667,1
3,"2020/4/7 03:00",4.3,5.8,11.8,11,17.8,NA
3,"2020/4/7 04:00",17.7636363636364,13.6545454545455,13.8181818181818,13.2909090909091,12.6909090909091,1
3,"2020/4/7 05:00",8.98214285714286,6.125,16.5,15.0714285714286,8.57142857142857,0.333333333333333
3,"2020/4/7 06:00",16.7,6.8,13.7,13.3,15,1
3,"2020/4/7 07:00",13.1428571428571,12.4107142857143,18.2678571428571,6.55357142857143,15.125,0
3,"2020/4/7 08:00",7.81818181818182,11.6060606060606,12.7878787878788,10.9924242424242,13.5378787878788,1
3,"2020/4/7 09:00",16.75,10.5151515151515,8.51515151515152,7.06060606060606,10.969696969697,0.5
3,"2020/4/7 10:00",12.8571428571429,8.28571428571429,9.83928571428571,12.5,10.5714285714286,NA
3,"2020/4/7 11:00",11.1428571428571,9.14285714285714,5,7.23809523809524,11.2380952380952,0.333333333333333
3,"2020/4/7 12:00",7.6,20.2666666666667,24.5666666666667,10,5.2,0
3,"2020/4/7 13:00",4.47619047619048,4.28571428571429,14.6190476190476,8.23809523809524,7.61904761904762,0.333333333333333
3,"2020/4/7 14:00",7.95238095238095,11.6190476190476,10.9047619047619,11.952380952381,4.90476190476191,0.5
3,"2020/4/7 15:00",10.8,7.2,20.2,11.3,0.5,1
3,"2020/4/7 16:00",10.25,5.58333333333333,8.25,4.91666666666667,5.66666666666667,NA
3,"2020/4/7 17:00",14.7,17.7666666666667,11.3666666666667,6.66666666666667,9.46666666666667,1
3,"2020/4/7 18:00",4.4,13.4666666666667,7.36666666666667,12.5666666666667,20.1666666666667,0.333333333333333
3,"2020/4/7 19:00",13.1742424242424,15.7272727272727,11.3560606060606,9.15151515151515,4.93181818181818,NA
3,"2020/4/7 20:00",13.125,12,19.1428571428571,9.92857142857143,13.7142857142857,NA
3,"2020/4/7 21:00",7.51111111111111,8.26666666666667,12.1,11.5111111111111,13.9555555555556,0.5
3,"2020/4/7 22:00",6.14285714285714,10.6666666666667,11.8095238095238,13.3333333333333,13.5714285714286,0.5
3,"2020/4/7 23:00",13.7333333333333,9.83333333333333,13.2888888888889,9.73333333333333,9.43333333333333,0
3,"2020/4/8 00:00",NA,NA,NA,NA,NA,NA
3,"2020/4/8 01:00",13.9,18.5666666666667,17.3666666666667,13.4666666666667,15.7666666666667,NA
3,"2020/4/8 02:00",12.3,4.3,12.6666666666667,10.5666666666667,13.2,NA
3,"2020/4/8 03:00",15.0666666666667,9.86666666666667,17.1,6.56666666666667,3.86666666666667,0
3,"2020/4/8 04:00",7.83928571428571,6.57142857142857,17.4107142857143,8.28571428571429,11.5535714285714,0
