"location","time_interval","sewer_and_water","power","roads_and_bridges","medical","buildings","shake_intensity","severity"
1,"2020/4/7 05:00",20.3333333333333,5.33333333333333,14.3333333333333,0,13,0.333333333333333,1.51093333333333
1,"2020/4/7 06:00",2.33333333333333,13,4.33333333333333,0.333333333333333,12.3333333333333,1,0.6832
1,"2020/4/7 07:00",11.5,7.3,10.8,1.2,13.8,1.3,0.77392
1,"2020/4/7 08:00",14,20.9166666666667,14.25,18,8.66666666666667,4.25,1.008
1,"2020/4/7 09:00",1.33333333333333,11.3333333333333,14,10.25,16.3333333333333,2,0.8516
1,"2020/4/7 10:00",21,17.3333333333333,19,13,13,0.333333333333333,1.25653333333333
1,"2020/4/7 11:00",1.7,6.8,8.3,15.2,18.7,0.3,0.49392
1,"2020/4/7 12:00",25,9.33333333333333,9.33333333333333,21,6.33333333333333,0.333333333333333,0.150933333333333
1,"2020/4/7 13:00",5.33333333333333,1.33333333333333,8.33333333333333,4.33333333333333,14.3333333333333,0.333333333333333,1.97813333333333
1,"2020/4/7 14:00",22.3333333333333,21,19,16.3333333333333,20.3333333333333,4.33333333333333,2.25013333333333
1,"2020/4/7 15:00",8,10,3,7,2,5,5.6
1,"2020/4/7 16:00",0.5,8,2,0.5,0.5,0,0.00720000000000001
1,"2020/4/7 17:00",2,2,4.5,8,2,0.5,0.2312
1,"2020/4/7 18:00",5,3,7,10,6,0,3.72
1,"2020/4/7 19:00",1,1,9.33333333333333,1.33333333333333,5.33333333333333,0.333333333333333,0.442133333333333
1,"2020/4/7 20:00",5.2,8.16666666666667,0.4,13.3666666666667,16.2666666666667,2.56666666666667,1.52234666666667
1,"2020/4/7 21:00",0.5,0.5,40.5,2,4.5,0.5,0.0512000000000001
1,"2020/4/7 22:00",8,2,4.5,4.5,2,0.5,0.0511999999999998
1,"2020/4/7 23:00",22.8,8.8,12.7,21,8.3,0.3,0.7296
1,"2020/4/8 00:00",1.33333333333333,6.33333333333333,21.3333333333333,22.3333333333333,1.33333333333333,2.33333333333333,0.859733333333333
1,"2020/4/8 01:00",0.5,24.5,0.5,32,12.5,4.5,1.8432
1,"2020/4/8 02:00",10.3333333333333,8.33333333333333,14.3333333333333,5.33333333333333,14.3333333333333,1.33333333333333,1.19413333333333
1,"2020/4/8 03:00",13.3333333333333,7,14.25,5.58333333333333,7.33333333333333,2.25,0.8672
1,"2020/4/8 04:00",5.7,11.3,10.8,14.3,8.8,3.8,0.84608
1,"2020/4/8 05:00",6,10,3,9,10,3,5.76
1,"2020/4/8 06:00",7.46666666666667,11.1,10.1666666666667,13.3666666666667,3.06666666666667,0.266666666666667,0.953226666666667
1,"2020/4/8 07:00",4.66666666666667,15.8666666666667,6.96666666666667,6.56666666666667,11.7666666666667,2.26666666666667,2.20634666666667
1,"2020/4/8 08:00",7.07863023505548,11.7484906335759,1.38461997375015,3.34572246748598,7.50513065266675,0.843527025414628,2.72486746688939
1,"2020/4/8 09:00",9.36408750869868,15.490601078636,1.66457463465553,4.15720250521921,9.61558803061935,1.05295755045233,3.59473034794711
1,"2020/4/8 10:00",7.78793006204174,12.941829462134,1.49630826026765,3.81308003896836,8.03158488437676,1.10834230631185,3.0819167102497
1,"2020/4/8 11:00",1.06471306471306,1.04395604395604,0.649084249084249,0.644444444444444,0.417826617826618,0.623931623931624,0.19582905982906
1,"2020/4/8 12:00",0.790360046457607,1.27990708478513,0.771196283391405,0.706736353077816,2.08130081300813,0.637049941927991,0.27818443670151
1,"2020/4/8 13:00",4.07971014492754,5.10144927536232,0.601449275362319,2.41847826086957,3.65036231884058,1.17210144927536,1.33828405797101
1,"2020/4/8 14:00",5.1043956043956,5.51648351648352,4.21978021978022,5.65384615384615,6.68681318681319,1.14835164835165,1.02798241758242
1,"2020/4/8 15:00",0.916666666666667,2.91666666666667,6.25,2,3.58333333333333,0.25,0.8576
1,"2020/4/8 16:00",12.9047619047619,10.5714285714286,5.61904761904762,13.9047619047619,11.6190476190476,0.238095238095238,1.47352380952381
1,"2020/4/8 17:00",15.8,5.3,12.7,12.7,9.7,1.2,1.87968
1,"2020/4/8 18:00",24.5,8,0.5,0,12.5,0,2.0808
1,"2020/4/8 19:00",0,10,5,0,7,3,3.84
1,"2020/4/8 20:00",15.4107142857143,10.125,14.5535714285714,10.2678571428571,15.125,3.55357142857143,1.5986
1,"2020/4/8 21:00",15.7,11.3,6.3,12.7,12,0.3,2.8056
1,"2020/4/8 22:00",9.11111111111111,14.75,10.7777777777778,14.75,6.52777777777778,1.94444444444444,1.31897777777778
1,"2020/4/8 23:00",4,3,2,1,1,2,2.12
1,"2020/4/9 00:00",21,12.3333333333333,21.3333333333333,28,3,0.333333333333333,0.362133333333334
1,"2020/4/9 01:00",2.33333333333333,4,4,16.3333333333333,9.33333333333333,0.333333333333333,0.0789333333333333
1,"2020/4/9 02:00",16,10.5,9.7,14.3,17,0.7,1.00912
1,"2020/4/9 03:00",8,0.5,24.5,0.5,12.5,0.5,0.2048
1,"2020/4/9 04:00",16.3333333333333,2.33333333333333,9.33333333333333,16.3333333333333,17.3333333333333,0.333333333333333,1.29973333333333
1,"2020/4/9 05:00",0.333333333333333,9,4.33333333333333,20.3333333333333,16,1,2.2336
1,"2020/4/9 06:00",9.58333333333333,14.25,17,15,1.58333333333333,0.916666666666667,1.87346666666667
1,"2020/4/9 07:00",8,0.5,12.5,8,12.5,4.5,0.00720000000000001
1,"2020/4/9 08:00",4.7,13.7,11.3,13.5,9.3,2.7,0.65808
1,"2020/4/9 09:00",1.58333333333333,18,8.91666666666667,5.66666666666667,22.9166666666667,2.91666666666667,1.57586666666667
1,"2020/4/9 10:00",14.3333333333333,6.33333333333333,12,27,25.3333333333333,0.333333333333333,1.67253333333333
1,"2020/4/9 11:00",14.1111111111111,15.1944444444444,10.1944444444444,8,16.25,3.25,1.4764
1,"2020/4/9 12:00",2,40.5,2,0.5,2,2,3.0752
1,"2020/4/9 13:00",12.5,0,24.5,12.5,4.5,8,2.1632
1,"2020/4/9 14:00",4.66666666666667,20.3333333333333,2.25,8.66666666666667,10,2,1.6804
1,"2020/4/9 15:00",1.61794871794872,2.7004662004662,0.899067599067599,3.08251748251748,3.39020979020979,0.568997668997669,0.720677668997669
1,"2020/4/9 16:00",4.2280701754386,3.46288798920378,1.3940620782726,2.40620782726046,2.1336032388664,1.04183535762483,0.931953576248313
1,"2020/4/9 17:00",0.5,1.94117647058824,2.51470588235294,1.40441176470588,0.683823529411765,0.279411764705882,0.338705882352941
1,"2020/4/9 18:00",2.9047619047619,3.47619047619048,0.619047619047619,0.952380952380952,1.9047619047619,1.28571428571429,0.891428571428572
1,"2020/4/9 19:00",8,24.5,8,0.5,4.5,8,2.42
1,"2020/4/9 20:00",12.3333333333333,12.3333333333333,21.3333333333333,20.3333333333333,33.3333333333333,2.33333333333333,1.81813333333333
1,"2020/4/9 21:00",9.2,1.7,4.7,16.8,9,1.8,0.90192
1,"2020/4/9 22:00",4.5,0.5,0,4.5,0.5,0.5,0.08
1,"2020/4/9 23:00",7.1,2.66666666666667,6.56666666666667,12.3,8.26666666666667,0.966666666666667,0.277386666666667
1,"2020/4/10 00:00",NA,NA,NA,NA,NA,NA,NA
1,"2020/4/10 01:00",7,5,0,8,5,3,4.2
1,"2020/4/10 02:00",4.5,0,18,2,12.5,0,1.0368
1,"2020/4/10 03:00",7,26.3333333333333,3,6.33333333333333,2.33333333333333,4,1.4512
1,"2020/4/10 04:00",10,1,3,5,1,1,2.8
1,"2020/4/10 05:00",5.33333333333333,4.33333333333333,17.3333333333333,6.33333333333333,3,0.333333333333333,1.07573333333333
1,"2020/4/10 06:00",12.5,2,0.5,4.5,4.5,0.5,0.0128
1,"2020/4/10 07:00",28,7,14.3333333333333,1,4.33333333333333,1,1.2016
1,"2020/4/10 08:00",10.7,8,19.2,7.3,8.3,1.7,1.94528
1,"2020/4/10 09:00",2.91666666666667,16,16.25,14.25,20.9166666666667,4.91666666666667,1.26826666666667
1,"2020/4/10 10:00",NA,NA,NA,NA,NA,NA,NA
1,"2020/4/10 11:00",11.5833333333333,10.9166666666667,2,25,6.91666666666667,2.25,1.9044
1,"2020/4/10 12:00",19.5833333333333,22.6666666666667,4.25,13.6666666666667,4,2,2.8784
1,"2020/4/10 13:00",NA,NA,NA,NA,NA,NA,NA
1,"2020/4/10 14:00",10,10,3,3,2,5,5.36
1,"2020/4/10 15:00",8.66666666666667,8.33333333333333,15.3333333333333,16.6666666666667,1.66666666666667,0.666666666666667,1.82826666666667
1,"2020/4/10 16:00",12.5,18,0,18,4.5,4.5,4.1472
1,"2020/4/10 17:00",8.66666666666667,13.7666666666667,6.7,4.16666666666667,10.2666666666667,2.16666666666667,1.66682666666667
1,"2020/4/10 18:00",10,10.6666666666667,18,15.3333333333333,4,1.58333333333333,1.65813333333333
1,"2020/4/10 19:00",11.9047619047619,13.3333333333333,13.8095238095238,3.23809523809524,14.4761904761905,1.33333333333333,2.65333333333333
1,"2020/4/10 20:00",4,4,10,10,10,0,4.56
1,"2020/4/10 21:00",9.36666666666667,11.4666666666667,10.1666666666667,4.96666666666667,6.7,1.36666666666667,1.86986666666667
1,"2020/4/10 22:00",2,0,8,12.5,32,2,1.3448
1,"2020/4/10 23:00",4,2,3,1,7,1,2.44
2,"2020/4/6 00:00",10.8571428571429,11.7142857142857,12.2678571428571,NA,14.8392857142857,1.98214285714286,3.57857142857143
2,"2020/4/6 01:00",11.25,6.69444444444444,12.6111111111111,NA,8.11111111111111,0.444444444444444,1.11194444444444
2,"2020/4/6 02:00",18.5714285714286,9.69642857142857,6.5,NA,10.7857142857143,2,2.43566964285714
2,"2020/4/6 03:00",11.6969696969697,10.9090909090909,9.33333333333333,NA,7.90151515151515,1.27272727272727,1.17232954545455
2,"2020/4/6 04:00",8.95238095238095,8.47619047619048,15.2380952380952,NA,16.8095238095238,1.95238095238095,0.627380952380952
2,"2020/4/6 05:00",19.5,10.1944444444444,11.6944444444444,NA,9.44444444444444,1,1.344375
2,"2020/4/6 06:00",17.3,7.8,14.3,NA,21.3,2.3,2.77925
2,"2020/4/6 07:00",9.83928571428571,21.2678571428571,12.5535714285714,NA,5.35714285714286,3.42857142857143,1.53924107142857
2,"2020/4/6 08:00",12.1636363636364,15.9636363636364,10.6,NA,3.56363636363636,1.76363636363636,1.4365
2,"2020/4/6 09:00",7.6,11.0666666666667,12.2666666666667,NA,14.1,2.88888888888889,1.45580555555556
2,"2020/4/6 10:00",5.57142857142857,18.2857142857143,13.6190476190476,NA,10.4761904761905,2.28571428571429,1.82321428571429
2,"2020/4/6 11:00",9.96969696969697,19.0606060606061,10.6287878787879,NA,7.35606060606061,1.87878787878788,1.58765151515152
2,"2020/4/6 12:00",8.26785714285714,15.1428571428571,15.9285714285714,NA,10.2142857142857,2.85714285714286,1.74138392857143
2,"2020/4/6 13:00",9.19444444444444,11.25,9.44444444444444,NA,13.3611111111111,1.02777777777778,0.558611111111111
2,"2020/4/6 14:00",18.9973684210526,11.5368421052632,10.3447368421053,NA,10.1473684210526,1.92368421052632,4.51252631578947
2,"2020/4/6 15:00",15.1343873517787,15.3913043478261,11.8932806324111,NA,15.5731225296443,2.24110671936759,4.99977272727273
2,"2020/4/6 16:00",3.86629266012155,3.29663394109397,5.7807386629266,NA,4.57877512856475,0.525245441795231,1.35709852734923
2,"2020/4/6 17:00",4.70744680851064,5.7229609929078,8.46409574468085,NA,4.59530141843972,0.44636524822695,2.1016212322695
2,"2020/4/6 18:00",12.5098814229249,10,10.9841897233202,NA,10.2252964426877,1.47430830039526,3.56950592885376
2,"2020/4/6 19:00",11.247619047619,14.5333333333333,16.647619047619,NA,10.7142857142857,1.71428571428571,4.79582142857143
2,"2020/4/6 20:00",18.5,14.8571428571429,18.5,NA,12.2857142857143,0.785714285714286,5.40357142857143
2,"2020/4/6 21:00",17.1111111111111,11.9555555555556,16.1,NA,13.1555555555556,2.01111111111111,2.56836111111111
2,"2020/4/6 22:00",12.9924242424242,12.3863636363636,12.0909090909091,NA,11.5151515151515,1.17424242424242,2.68674242424242
2,"2020/4/6 23:00",10.6666666666667,13.4666666666667,5.86666666666667,NA,15.1,2.96666666666667,1.47341666666667
2,"2020/4/7 00:00",7.23809523809524,15.6190476190476,16.952380952381,NA,13.2380952380952,2.9047619047619,1.1797619047619
2,"2020/4/7 01:00",2.33333333333333,1,4.33333333333333,NA,0.333333333333333,0.333333333333333,0.0608333333333334
2,"2020/4/7 02:00",3.36666666666667,11.0666666666667,10.3,NA,14.5666666666667,1.46666666666667,1.18741666666667
2,"2020/4/7 03:00",10.1777777777778,14.1777777777778,10.0111111111111,NA,5.56666666666667,1.83333333333333,1.24433333333333
2,"2020/4/7 04:00",17.75,7.77777777777778,14.6111111111111,NA,9.69444444444444,1.77777777777778,0.448402777777778
2,"2020/4/7 05:00",18.9888888888889,12.7666666666667,8,NA,12.4555555555556,1.77777777777778,1.89136111111111
2,"2020/4/7 06:00",7.125,11.4285714285714,19.8392857142857,NA,9.69642857142857,3.14285714285714,1.26316964285714
2,"2020/4/7 07:00",12.5,7.55357142857143,11.9821428571429,NA,9.64285714285714,1.64285714285714,0.82
2,"2020/4/7 08:00",12.7564102564103,12.7564102564103,13.4102564102564,NA,12.3589743589744,1.64102564102564,2.19391025641026
2,"2020/4/7 09:00",12.2666666666667,12.1777777777778,11.1222222222222,NA,6.93333333333333,1.87777777777778,2.83669444444444
2,"2020/4/7 10:00",16.6666666666667,13.85,10.5958333333333,NA,14.5958333333333,1.85,1.411
2,"2020/4/7 11:00",11.2564102564103,10.474358974359,8.3974358974359,NA,16.7692307692308,1.56410256410256,1.4588141025641
2,"2020/4/7 12:00",8.16363636363636,16.6545454545455,11.4181818181818,NA,12.7636363636364,2.01818181818182,2.84018181818182
2,"2020/4/7 13:00",11.4333333333333,14.0111111111111,7.65555555555556,NA,16.7222222222222,0.988888888888889,2.04222222222222
2,"2020/4/7 14:00",12.3611111111111,8,13.3611111111111,NA,6.52777777777778,1.5,1.11
2,"2020/4/7 15:00",7.56363636363636,5.67272727272727,10.9636363636364,NA,9.61818181818182,1.49090909090909,0.525727272727273
2,"2020/4/7 16:00",10.0545454545455,9.96363636363636,9.29090909090909,NA,12.2909090909091,3.01818181818182,0.982545454545454
2,"2020/4/7 17:00",10.9047619047619,11.2380952380952,14.4761904761905,NA,8.57142857142857,4,1.04821428571429
2,"2020/4/7 18:00",11.719696969697,13.1742424242424,8.99242424242424,NA,12.6060606060606,2.24242424242424,1.37748106060606
2,"2020/4/7 19:00",4.87878787878788,10.2651515151515,8.4469696969697,NA,13.8409090909091,1.53787878787879,1.43475378787879
2,"2020/4/7 20:00",4.5,8.69642857142857,7.26785714285714,NA,8.57142857142857,1.69642857142857,1.39642857142857
2,"2020/4/7 21:00",10.9444444444444,6.84444444444444,13.7777777777778,NA,8.98888888888889,1.56666666666667,0.814333333333333
2,"2020/4/7 22:00",11.9047619047619,4.28571428571429,9.47619047619048,NA,12.5714285714286,1.95238095238095,1.77702380952381
2,"2020/4/7 23:00",13.2380952380952,14.6666666666667,15.5714285714286,NA,5.80952380952381,2.95238095238095,1.73416666666667
2,"2020/4/8 00:00",12.75,13.75,10.3611111111111,NA,12.5277777777778,1.11111111111111,1.61131944444444
2,"2020/4/8 01:00",10.2197802197802,8.48901098901099,10.2197802197802,NA,11.478021978022,1.91208791208791,1.10456043956044
2,"2020/4/8 02:00",7.47272727272727,5.56363636363636,9.01818181818182,NA,14.4545454545455,2.05454545454545,0.821681818181818
2,"2020/4/8 03:00",9.86111111111111,11.75,16.9444444444444,NA,13.8611111111111,2.25,1.085
2,"2020/4/8 04:00",5.71428571428571,7.83928571428571,13.6964285714286,NA,9.07142857142857,1.98214285714286,0.739285714285714
2,"2020/4/8 05:00",9.26785714285714,10.8571428571429,8.55357142857143,NA,8.55357142857143,2.55357142857143,1.8578125
2,"2020/4/8 06:00",12.8727272727273,14.2181818181818,5.36363636363636,NA,6.89090909090909,1.96363636363636,2.05118181818182
2,"2020/4/8 07:00",6.42307692307692,12.0641025641026,14.6923076923077,NA,10.8076923076923,1.57692307692308,1.83576923076923
2,"2020/4/8 08:00",1.02860389289596,0.876642624246616,0.640137667555907,NA,1.1598491585153,0.684616144649738,0.192048340084972
2,"2020/4/8 09:00",0.698374060893634,0.659430604982206,0.679522340846184,NA,0.871802293396599,0.563142744167655,0.174433562672993
2,"2020/4/8 10:00",0.833821424024,0.695661220547635,0.666956519038643,NA,0.899746275655817,0.927832970500275,0.226513852355413
2,"2020/4/8 11:00",0.80535493971905,0.830794871609873,0.813673783017439,NA,1.01269110612478,1.078974899171,0.26988468697917
2,"2020/4/8 12:00",1.81005339591198,1.1763085399449,1.34836581301228,NA,1.85399449035813,1.22572526612931,0.449587882188892
2,"2020/4/8 13:00",1.4283850526512,1.2066908955363,0.903923213120865,NA,1.57319914267077,1.19494921256174,0.451259668250862
2,"2020/4/8 14:00",3.28947368421053,1.42105263157895,2.16729323308271,NA,4.64724310776942,1.31641604010025,0.560368107769424
2,"2020/4/8 15:00",3.97897897897898,2.64714714714715,2.77777777777778,NA,2.92192192192192,1.58108108108108,0.500202702702703
2,"2020/4/8 16:00",8.48048048048048,5.46396396396396,4.64414414414414,NA,8.36936936936937,1.503003003003,1.17463588588589
2,"2020/4/8 17:00",5.69230769230769,6.15384615384615,7.63186813186813,NA,11.2087912087912,1.2967032967033,1.83287087912088
2,"2020/4/8 18:00",5.08974358974359,6.52564102564103,7.08974358974359,NA,12.8076923076923,1.92307692307692,1.16826923076923
2,"2020/4/8 19:00",10.0444444444444,10.3222222222222,8.66666666666667,NA,13.3777777777778,1.15555555555556,2.15080555555556
2,"2020/4/8 20:00",9.96363636363636,5.85454545454545,8.61818181818182,NA,10.0545454545455,0.854545454545454,1.217
2,"2020/4/8 21:00",13.05,9.42916666666667,12.6625,NA,9.18333333333333,1.85,1.201625
2,"2020/4/8 22:00",7.64102564102564,14.7435897435897,12.9358974358974,NA,14.9230769230769,2.08974358974359,1.61022435897436
2,"2020/4/8 23:00",12.6666666666667,14.25,2.91666666666667,NA,8.91666666666667,2.25,1.545625
2,"2020/4/9 00:00",10.5151515151515,10.9924242424242,15.4772727272727,NA,7.90909090909091,2.62878787878788,1.02469696969697
2,"2020/4/9 01:00",14.8857142857143,8.11428571428571,12.2666666666667,NA,10.9809523809524,2.0952380952381,1.2267380952381
2,"2020/4/9 02:00",10.9444444444444,13.8611111111111,14.1944444444444,NA,6.69444444444444,2.69444444444444,1.92486111111111
2,"2020/4/9 03:00",13.4761904761905,17.9047619047619,6.28571428571429,NA,9.90476190476191,2,3.33785714285714
2,"2020/4/9 04:00",6.7,10.8,10.7,NA,11.3,1.7,1.322
2,"2020/4/9 05:00",13.1944444444444,11.9444444444444,15.7777777777778,NA,12.75,1.94444444444444,1.69027777777778
2,"2020/4/9 06:00",2.3,9.5,14.7,NA,16.3,2.5,0.73825
2,"2020/4/9 07:00",10.3974358974359,9.93589743589744,11.6025641025641,NA,8.58974358974359,2.64102564102564,1.83602564102564
2,"2020/4/9 08:00",6.80952380952381,14.5714285714286,7.47619047619048,NA,13.4761904761905,1.80952380952381,1.27059523809524
2,"2020/4/9 09:00",2.33333333333333,12.3333333333333,9,NA,4.33333333333333,4.33333333333333,1.61333333333333
2,"2020/4/9 10:00",11.5641025641026,14.3589743589744,13,NA,9.91025641025641,2.80769230769231,1.83548076923077
2,"2020/4/9 11:00",13.8181818181818,12.2,11.1636363636364,NA,9.25454545454545,0.890909090909091,2.13372727272727
2,"2020/4/9 12:00",13.0714285714286,8.41071428571429,7.42857142857143,NA,3.71428571428571,0.982142857142857,1.51852678571429
2,"2020/4/9 13:00",13.5111111111111,6,15.5111111111111,NA,12.0555555555556,1.34444444444444,1.08969444444444
2,"2020/4/9 14:00",9.25641025641026,8.14102564102564,9.80769230769231,NA,7.6025641025641,1.52564102564103,0.692660256410256
2,"2020/4/9 15:00",0.897455640538644,0.748879249867392,0.688478517529901,NA,1.13212446315213,0.540163064866622,0.166291375784953
2,"2020/4/9 16:00",0.937145207733443,0.744714109419992,0.990045248868778,NA,2.00008227067051,0.531550802139037,0.298348313451255
2,"2020/4/9 17:00",1.23432130584192,1.37113402061856,1.96219931271478,NA,2.33097079037801,0.75536941580756,0.372513423539519
2,"2020/4/9 18:00",4.12367021276596,2.82269503546099,2.69104609929078,NA,6.34707446808511,1.23359929078014,0.891355274822695
2,"2020/4/9 19:00",7.24216524216524,3.1025641025641,3.02564102564103,NA,10.7891737891738,0.515669515669516,0.800754985754986
2,"2020/4/9 20:00",14.6969696969697,7.71969696969697,6.06060606060606,NA,8.62878787878788,2.4469696969697,1.44878787878788
2,"2020/4/9 21:00",12.0181818181818,7.6,6.85454545454545,NA,12.6727272727273,0.854545454545454,0.728409090909091
2,"2020/4/9 22:00",7.06666666666667,9.33333333333333,9.28888888888889,NA,8.5,1.43333333333333,1.32691666666667
2,"2020/4/9 23:00",13.2678571428571,14.2678571428571,12.6964285714286,NA,13.4285714285714,2.41071428571429,1.39888392857143
2,"2020/4/10 00:00",NA,NA,NA,NA,NA,NA,NA
2,"2020/4/10 01:00",14.2857142857143,14.8095238095238,9.14285714285714,NA,12.2380952380952,2.9047619047619,1.92404761904762
2,"2020/4/10 02:00",9.54285714285714,12.952380952381,10.8095238095238,NA,9.35238095238095,1.55238095238095,1.13945238095238
2,"2020/4/10 03:00",14.2666666666667,10.4,4,NA,13.7666666666667,2.66666666666667,1.34841666666667
2,"2020/4/10 04:00",19.0666666666667,17.7666666666667,14.4,NA,11.1,1.36666666666667,1.41866666666667
2,"2020/4/10 05:00",13,10.9444444444444,12.8611111111111,NA,7.86111111111111,1.94444444444444,1.55548611111111
2,"2020/4/10 06:00",9.11111111111111,10,10.8888888888889,NA,8.93333333333333,1.6,1.36333333333333
2,"2020/4/10 07:00",10.3333333333333,9.14285714285714,15,NA,8,1.14285714285714,1.50821428571429
2,"2020/4/10 08:00",11.0666666666667,15.7666666666667,9.46666666666667,NA,9.46666666666667,3.46666666666667,2.29241666666667
2,"2020/4/10 09:00",10.4230769230769,9.69230769230769,5.93589743589744,NA,14.025641025641,1.83333333333333,0.947275641025641
2,"2020/4/10 10:00",19.2380952380952,18.1428571428571,15.3333333333333,NA,3.9047619047619,2,1.89571428571429
2,"2020/4/10 11:00",19.1,4.56666666666667,3.86666666666667,NA,8.8,2.56666666666667,0.794666666666667
2,"2020/4/10 12:00",15,4.02777777777778,17.4444444444444,NA,16.6111111111111,0.944444444444444,1.07923611111111
2,"2020/4/10 13:00",9.15151515151515,12.75,11.9015151515152,NA,9.78787878787879,1.11363636363636,1.14295454545455
2,"2020/4/10 14:00",2.16666666666667,22.8,13.8666666666667,NA,10.7,2.16666666666667,1.90566666666667
2,"2020/4/10 15:00",6.4,12.9666666666667,11.3666666666667,NA,8.26666666666667,2.7,1.503
2,"2020/4/10 16:00",11.7142857142857,16.5,9.71428571428571,NA,10.8392857142857,1.69642857142857,2.09245535714286
2,"2020/4/10 17:00",6.47435897435897,12.6410256410256,10.7307692307692,NA,13.1923076923077,1.92307692307692,1.84432692307692
2,"2020/4/10 18:00",14.6666666666667,10.0769230769231,13.6923076923077,NA,9.47435897435897,1.75641025641026,1.04977564102564
2,"2020/4/10 19:00",15.5661764705882,14.4044117647059,11.4705882352941,NA,9.84558823529412,2.86764705882353,1.57908088235294
2,"2020/4/10 20:00",10.8106060606061,7.84090909090909,14.6287878787879,NA,7.78787878787879,0.787878787878788,0.962935606060606
2,"2020/4/10 21:00",11.4545454545455,14.8727272727273,13.2545454545455,NA,11.1636363636364,2.85454545454545,1.12872727272727
2,"2020/4/10 22:00",12.7222222222222,6.17777777777778,13.5111111111111,NA,13.7888888888889,1.34444444444444,0.765444444444444
2,"2020/4/10 23:00",5.36666666666667,13.8666666666667,12.9666666666667,NA,6.96666666666667,2.66666666666667,1.61641666666667
3,"2020/4/6 00:00",8.2,15.3,12.8,10.7,19.7,1,3.412
3,"2020/4/6 01:00",14.2045454545455,12.969696969697,12.3333333333333,12.2424242424242,5.90151515151515,2.02272727272727,1.28843636363636
3,"2020/4/6 02:00",10.6666666666667,15.8666666666667,10.3,16.4,6.96666666666667,1.46666666666667,1.53066666666667
3,"2020/4/6 03:00",11.5,16.9666666666667,4.4,20.2666666666667,16.9666666666667,3.6,0.396
3,"2020/4/6 04:00",10,9,0,6,10,4,5.8
3,"2020/4/6 05:00",12.4444444444444,8.19444444444444,18.75,7.75,10,1.75,1.072
3,"2020/4/6 06:00",12.2727272727273,13.4181818181818,8.69090909090909,10.6727272727273,13.0545454545455,2.4,0.90528
3,"2020/4/6 07:00",1.12222222222222,13.4333333333333,9.6,9.28888888888889,5.6,1.21111111111111,1.28455111111111
